Team,Map,ACS,K,D,A,KD_DIFF,ADR,HS%,ECON,FK,FD,KPR,DPR,APR,FKPR,FDPR,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,PL,DE,total_mult_kill,MKPR,total_clutch,CPR,jett,raze,phoenix,reyna,yoru,omen,brimstone,viper,cypher,sage,killjoy,breach,sova,skye,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,total_rounds,win_rate,ct_wr,t_wr,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR
RED,HAVEN,208.2,20.6,19.8,8.6,0.8,129.06,22.4,46.2,16.0,12.0,3.68,3.54,1.55,0.57,0.43,20.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,3.0,28.0,1.0,3.0,0.11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,13.0,6.0,6.0,6.0,6.0,28.0,53.57,50.0,50.0,1.0,2.0,50.0,2.0,1.0,50.0,2.0,0.0,0.0,5.0,4.0,80.0,19.0,10.0,53.0
RED,ICEBOX,204.0,23.2,25.4,6.6,-2.2,134.48,27.0,45.6,13.0,21.0,3.41,3.74,0.98,0.39,0.63,22.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,31.0,0.92,2.0,0.06,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,18.0,6.0,6.0,6.0,6.0,34.0,47.06,50.0,50.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,33.0,5.0,4.0,80.0,23.0,11.0,48.0
RED,SPLIT,173.7,11.2,15.6,4.3,-4.4,109.49,21.9,41.8,8.0,11.0,2.81,4.25,1.08,0.39,0.6,9.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,12.5,0.6,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,13.0,4.5,2.5,1.5,10.5,19.0,26.48,37.5,12.5,0.5,2.0,25.0,2.0,0.5,25.0,2.0,0.0,0.0,6.5,2.0,32.0,8.5,3.5,25.0
Rise,ASCENT,203.3,12.7,13.43,5.33,-0.73,129.78,19.47,52.13,10.0,8.17,3.47,3.66,1.44,0.55,0.45,11.17,3.5,0.17,0.0,2.0,0.17,0.0,0.0,0.0,4.83,1.83,14.83,0.82,2.17,0.12,0.83,0.67,0.0,0.5,0.0,0.67,0.33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.33,10.0,5.5,6.0,2.83,4.0,18.33,45.32,47.69,39.24,1.17,2.0,58.33,3.0,1.17,38.67,1.83,0.17,5.5,4.83,2.33,50.83,9.67,5.17,52.17
Rise,BIND,209.03,15.93,15.23,5.2,0.7,130.26,19.1,52.63,11.33,10.83,3.61,3.43,1.18,0.52,0.49,16.17,3.5,0.83,0.0,0.5,0.5,0.17,0.0,0.0,8.5,2.33,20.5,0.93,1.17,0.05,0.67,0.67,0.0,0.67,0.0,0.33,0.67,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.83,10.33,5.67,5.17,6.17,5.17,22.17,53.59,50.42,52.78,0.83,2.0,41.67,3.33,0.83,26.33,1.33,0.33,11.17,3.5,2.33,72.0,14.0,8.33,58.33
Rise,HAVEN,197.52,13.0,13.2,4.72,-0.2,127.7,22.64,53.68,9.8,9.0,3.43,3.56,1.24,0.52,0.49,10.6,4.0,0.6,0.2,1.2,0.4,0.2,0.0,0.0,9.6,1.0,15.4,0.83,1.8,0.1,1.0,0.0,0.0,1.0,0.0,0.6,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.6,9.2,2.2,4.6,7.4,4.6,18.8,50.11,29.83,61.67,1.0,2.0,50.0,3.2,1.0,33.2,1.4,0.0,0.0,3.4,2.0,54.4,10.8,6.6,57.6
Rise,ICEBOX,209.72,17.04,17.8,6.24,-0.76,133.69,23.88,51.92,12.2,11.8,3.52,3.74,1.3,0.5,0.5,15.4,4.4,0.4,0.2,0.6,0.8,0.2,0.0,0.0,7.2,2.4,20.4,0.85,1.6,0.07,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.4,12.6,4.6,6.8,5.6,5.0,24.0,46.75,40.55,53.89,1.2,2.0,60.0,3.2,1.2,38.2,1.8,0.0,0.0,4.2,2.4,54.6,14.8,7.8,51.8
Rise,SPLIT,179.7,10.2,15.5,4.0,-5.3,122.89,21.5,51.9,5.5,12.5,2.84,4.3,1.1,0.32,0.7,6.0,4.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,2.5,1.5,11.0,0.62,2.0,0.12,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,5.0,13.0,3.5,8.0,1.5,4.5,18.0,27.78,30.68,25.0,0.5,2.0,25.0,3.0,0.5,16.5,2.5,0.0,0.0,6.0,1.0,16.5,6.5,3.5,53.5
SLK,ASCENT,203.4,15.1,15.0,5.2,0.1,134.27,22.1,54.9,9.5,11.5,3.59,3.57,1.24,0.45,0.56,13.5,4.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,8.0,3.5,17.5,0.84,2.0,0.1,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,10.5,10.5,5.5,5.0,5.0,5.5,21.0,50.0,51.38,50.0,1.5,2.0,75.0,2.5,1.5,66.5,2.5,0.0,0.0,6.0,3.5,62.5,10.0,5.5,49.0
SLK,BIND,185.95,13.1,16.2,5.2,-3.1,120.29,21.95,50.5,8.5,12.25,3.08,3.98,1.24,0.4,0.6,13.5,3.25,0.25,0.0,1.25,0.25,0.0,0.0,0.0,6.25,2.75,17.0,0.78,1.5,0.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.25,12.5,5.5,5.0,2.75,7.5,20.75,37.83,47.92,25.83,0.5,2.0,25.0,3.5,0.5,14.5,2.0,0.25,8.25,5.5,2.25,43.25,9.75,5.25,45.5
SLK,HAVEN,209.4,15.95,16.2,6.1,-0.25,137.23,21.1,52.6,11.75,10.0,3.63,3.76,1.39,0.55,0.45,13.75,4.5,0.5,0.25,1.25,0.75,0.0,0.0,0.0,9.5,2.25,19.0,0.85,2.0,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.75,11.0,4.25,5.25,6.5,5.25,21.75,48.86,43.75,55.68,1.0,2.0,50.0,3.25,1.0,33.25,1.25,0.25,12.5,5.0,2.75,58.0,12.25,6.75,56.0
SLK,SPLIT,205.8,14.32,14.64,5.56,-0.32,129.02,22.92,51.88,8.6,11.4,3.57,3.67,1.39,0.43,0.58,13.2,4.0,0.8,0.2,0.2,1.0,0.0,0.2,0.0,6.8,1.4,18.2,0.91,1.4,0.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,0.4,0.8,0.2,0.0,10.2,9.8,4.8,5.6,5.4,4.2,20.0,50.76,44.05,55.11,1.0,2.0,50.0,3.4,1.0,29.8,1.4,0.0,0.0,4.0,2.2,60.4,11.2,7.0,57.4
Sharks,ASCENT,221.18,15.02,11.95,5.65,3.08,138.66,20.75,58.28,11.88,7.62,3.89,3.02,1.44,0.61,0.39,13.5,4.88,0.88,0.12,1.38,0.75,0.0,0.0,0.0,6.88,1.88,19.38,1.01,2.12,0.11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,7.5,6.62,3.88,5.38,3.62,19.5,62.44,60.94,66.55,1.12,2.0,56.25,2.62,1.25,54.12,1.5,0.38,15.62,3.25,2.0,60.88,12.12,8.38,68.25
Sharks,BIND,209.45,15.75,14.78,5.7,0.98,131.45,22.57,52.65,11.5,10.0,3.68,3.45,1.35,0.54,0.46,15.38,4.12,0.38,0.12,0.75,0.38,0.25,0.0,0.0,6.38,2.75,20.0,0.93,1.38,0.06,0.88,1.0,0.12,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,11.12,10.38,6.12,5.88,4.5,4.0,21.5,51.63,51.04,49.29,1.0,2.0,50.0,3.0,1.0,40.62,1.62,0.38,22.88,4.25,2.25,46.12,12.62,7.5,53.5
Sharks,HAVEN,218.86,16.7,14.32,7.24,2.38,135.15,23.54,55.68,11.8,10.2,3.82,3.2,1.67,0.54,0.46,15.3,5.1,0.7,0.1,1.5,0.5,0.1,0.0,0.0,8.9,4.2,21.2,0.97,2.1,0.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.2,8.9,6.0,4.2,6.8,4.3,22.1,60.86,61.59,60.57,1.3,2.0,65.0,3.1,1.5,55.0,1.4,0.5,25.0,3.9,2.3,53.5,13.7,8.9,66.0
Sharks,SPLIT,203.0,17.8,18.6,7.2,-0.8,126.16,18.4,44.6,12.0,14.0,3.42,3.57,1.39,0.47,0.55,20.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,27.0,1.04,1.0,0.04,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,14.0,8.0,4.0,4.0,8.0,26.0,46.15,66.67,33.33,2.0,2.0,100.0,2.0,2.0,100.0,2.0,1.0,50.0,5.0,3.0,60.0,17.0,6.0,35.0
VKS,ASCENT,197.08,14.4,12.76,5.46,1.64,127.68,21.38,56.46,8.7,9.4,3.74,3.22,1.42,0.46,0.47,12.3,4.6,0.6,0.0,1.2,0.3,0.2,0.0,0.0,5.4,2.6,17.5,0.92,1.7,0.09,0.4,0.7,0.2,0.6,0.0,1.0,0.0,0.0,0.2,0.0,0.8,0.1,1.0,0.0,11.2,8.4,6.1,4.4,4.9,4.0,19.6,58.58,59.86,58.6,1.4,2.0,70.0,3.8,1.9,63.9,0.9,0.3,20.0,3.5,2.0,58.4,11.4,7.0,66.0
VKS,BIND,220.33,17.8,15.07,6.63,2.73,139.3,24.33,54.13,14.17,9.17,3.85,3.18,1.45,0.61,0.39,17.0,6.5,0.5,0.0,1.33,0.5,0.0,0.0,0.0,9.5,1.5,24.0,1.03,1.83,0.08,0.17,1.0,0.0,0.83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.17,10.17,6.0,3.67,6.33,5.67,23.33,57.97,60.41,52.78,1.0,2.0,50.0,2.67,1.0,44.33,1.33,0.17,5.5,4.33,2.67,60.83,15.0,9.33,63.83
VKS,HAVEN,215.36,15.22,12.29,5.82,2.93,138.0,22.73,60.84,10.89,9.56,3.75,2.97,1.47,0.55,0.46,13.44,3.67,1.56,0.22,0.78,0.67,0.11,0.11,0.0,8.78,1.33,18.89,0.95,1.67,0.09,0.44,0.67,0.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33,1.0,0.0,11.78,8.67,4.11,4.56,7.33,3.78,20.44,59.06,44.55,66.67,0.89,2.0,44.44,2.89,1.0,39.67,1.44,0.33,9.22,3.22,2.33,65.89,12.89,8.11,65.33
VKS,ICEBOX,212.6,18.6,19.8,8.2,-1.2,135.2,22.2,49.8,15.0,11.0,3.57,3.81,1.58,0.58,0.43,13.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,3.0,19.0,0.72,2.0,0.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,14.0,5.0,7.0,7.0,5.0,26.0,46.15,41.67,58.33,2.0,2.0,100.0,2.0,2.0,100.0,4.0,1.0,25.0,5.0,3.0,60.0,15.0,6.0,40.0
VORA,ASCENT,217.87,15.93,13.17,6.53,2.77,132.64,17.37,59.17,11.33,9.5,3.91,3.09,1.59,0.56,0.43,14.5,4.0,1.5,0.0,0.5,0.83,0.0,0.0,0.0,7.33,2.5,20.0,0.99,1.33,0.06,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83,0.17,0.17,0.33,1.0,0.0,12.67,8.17,6.83,3.33,5.83,4.83,20.83,62.68,69.24,59.72,0.83,2.0,41.67,3.33,1.0,43.0,1.17,0.33,22.17,2.5,2.17,79.17,13.83,9.17,66.17
VORA,BIND,207.36,15.56,12.78,5.66,2.78,129.09,21.02,53.62,11.2,10.1,3.67,2.94,1.34,0.52,0.48,13.7,4.7,0.8,0.1,0.7,0.5,0.0,0.0,0.0,9.2,1.5,19.3,0.92,1.2,0.06,0.6,1.0,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.7,8.7,5.4,3.6,7.0,4.6,21.4,60.61,63.77,60.42,1.7,2.0,85.0,2.4,1.7,76.6,0.9,0.4,28.3,4.0,3.0,76.5,14.1,7.6,54.9
VORA,HAVEN,211.82,16.36,14.56,5.87,1.8,135.37,20.18,55.8,11.55,10.64,3.76,3.22,1.34,0.53,0.47,15.18,5.45,0.45,0.0,0.82,0.64,0.36,0.09,0.0,9.73,3.36,21.09,0.97,1.91,0.09,0.18,1.0,0.0,0.82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.45,9.73,5.45,3.82,6.36,5.64,22.18,58.35,63.69,53.03,1.36,2.0,68.18,2.82,1.55,59.18,1.91,0.36,12.09,3.09,1.82,59.91,14.36,8.73,62.64
VORA,SPLIT,209.36,15.13,12.91,5.3,2.21,132.77,19.14,58.86,10.79,9.79,3.74,3.11,1.29,0.53,0.47,14.57,4.0,0.86,0.0,0.57,0.5,0.29,0.0,0.0,8.71,1.86,19.43,0.97,1.36,0.07,0.57,1.0,0.0,0.21,0.0,1.0,0.0,0.0,1.0,0.21,0.0,1.0,0.0,0.0,12.5,8.07,4.79,3.14,7.36,4.57,20.57,62.59,63.79,61.47,1.0,2.0,50.0,3.0,1.07,40.93,1.07,0.07,3.57,3.07,2.36,83.71,13.43,9.0,67.5
dogz,ASCENT,198.6,15.2,17.0,3.8,-1.8,121.06,17.2,46.8,13.0,9.0,3.46,3.87,0.86,0.6,0.42,16.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,20.0,0.91,1.0,0.05,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,13.0,4.0,6.0,5.0,7.0,22.0,40.91,40.0,41.67,2.0,2.0,100.0,3.0,2.0,67.0,3.0,0.0,0.0,5.0,1.0,20.0,11.0,6.0,55.0
dogz,HAVEN,191.2,13.0,16.2,6.0,-3.2,119.52,12.8,47.6,9.0,12.0,3.09,3.86,1.43,0.43,0.57,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,15.0,0.72,1.0,0.05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,13.0,5.0,7.0,3.0,6.0,21.0,38.1,41.67,33.33,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,67.0,13.0,6.0,46.0
dogz,SPLIT,152.0,7.6,14.6,2.2,-7.0,101.98,18.4,40.8,6.0,11.0,2.23,4.28,0.65,0.36,0.66,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,13.0,1.0,4.0,3.0,9.0,17.0,23.53,20.0,25.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,40.0,8.0,2.0,25.0
oNe,ASCENT,208.4,17.6,18.2,5.0,-0.6,128.96,24.6,48.2,12.0,12.0,3.66,3.79,1.05,0.49,0.5,18.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,23.0,0.96,4.0,0.16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,11.0,10.0,2.0,3.0,9.0,24.0,54.17,83.33,25.0,1.0,2.0,50.0,2.0,1.0,50.0,3.0,1.0,33.0,5.0,3.0,60.0,14.0,8.0,57.0
oNe,BIND,186.4,15.2,17.6,5.0,-2.4,116.58,19.8,49.0,11.0,13.0,3.15,3.66,1.03,0.44,0.53,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,18.0,0.73,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,4.0,8.0,7.0,5.0,24.0,45.83,33.33,58.33,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,11.0,65.0
oNe,HAVEN,205.2,15.6,16.4,3.8,-0.8,127.44,19.4,49.0,13.0,10.0,3.41,3.57,0.82,0.56,0.43,10.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,3.0,16.0,0.7,3.0,0.12,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,13.0,7.0,5.0,3.0,8.0,23.0,43.48,58.33,27.27,0.0,2.0,0.0,3.0,1.0,33.0,1.0,0.0,0.0,3.0,2.0,67.0,16.0,7.0,44.0
oNe,SPLIT,194.87,15.53,17.33,4.47,-1.8,123.05,20.73,48.13,12.0,10.67,3.3,3.93,0.93,0.54,0.46,12.67,4.33,0.67,0.0,2.0,1.0,0.0,0.0,0.0,6.33,3.0,17.67,0.76,3.0,0.12,1.0,1.0,0.33,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.67,0.0,0.0,9.67,13.0,6.0,5.67,3.0,6.0,22.67,38.84,52.53,25.0,0.33,2.0,16.67,3.33,0.33,16.67,2.0,0.67,50.0,3.67,0.67,9.67,13.67,8.0,55.33
paiN,ASCENT,210.21,15.12,14.12,5.43,1.0,131.92,23.19,54.03,11.8,8.67,3.7,3.47,1.32,0.58,0.43,12.53,4.6,0.93,0.13,1.2,0.4,0.0,0.0,0.0,7.6,2.07,18.2,0.89,1.6,0.08,0.67,0.33,0.0,0.13,0.0,1.0,0.0,0.0,0.67,0.87,0.33,0.0,1.0,0.0,11.33,9.07,5.6,3.87,5.53,5.13,20.4,55.87,57.99,52.95,1.13,2.0,56.67,3.13,1.27,47.73,1.07,0.13,13.33,3.67,2.07,62.67,12.53,7.87,62.73
paiN,BIND,198.61,14.76,14.43,5.24,0.33,124.46,24.01,51.28,11.0,10.2,3.45,3.43,1.22,0.51,0.49,14.0,4.27,0.67,0.2,1.13,0.13,0.07,0.0,0.0,6.0,2.2,19.13,0.89,1.33,0.06,0.0,0.73,0.93,0.07,0.0,0.73,0.27,0.0,1.0,0.27,0.0,0.0,1.0,0.0,10.93,10.27,6.4,3.87,4.4,6.4,21.2,50.39,59.91,40.97,0.87,2.0,43.33,3.07,0.93,38.8,1.6,0.2,13.33,3.4,1.93,52.6,13.13,7.87,56.6
paiN,HAVEN,202.65,14.46,13.98,5.28,0.48,128.73,23.57,54.63,10.77,10.0,3.52,3.32,1.29,0.53,0.47,11.77,4.15,0.92,0.38,0.92,0.46,0.15,0.08,0.0,8.0,2.08,17.23,0.85,1.62,0.08,0.77,0.23,0.46,0.15,0.0,1.0,0.0,0.0,0.92,0.08,0.0,0.38,1.0,0.0,10.85,9.92,4.46,5.62,6.38,4.08,20.77,53.83,47.66,63.39,0.92,2.0,46.15,3.31,1.15,39.62,1.15,0.23,15.38,3.85,2.08,60.62,12.46,7.38,59.85
paiN,ICEBOX,167.6,11.0,15.6,2.8,-4.6,103.4,19.0,40.4,7.0,12.0,2.89,4.1,0.74,0.37,0.63,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,0.53,1.0,0.05,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,13.0,5.0,7.0,1.0,6.0,19.0,31.58,41.67,14.29,1.0,2.0,50.0,3.0,1.0,33.0,2.0,0.0,0.0,5.0,3.0,60.0,9.0,2.0,22.0
paiN,SPLIT,205.13,14.97,13.47,5.0,1.51,131.2,21.23,52.69,11.87,8.8,3.63,3.25,1.22,0.58,0.43,13.13,4.2,0.73,0.07,0.73,0.53,0.13,0.0,0.0,7.4,1.47,18.13,0.88,1.4,0.07,0.8,1.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.6,0.4,0.0,0.0,11.4,9.27,5.07,4.07,6.2,5.0,20.67,55.68,57.63,56.52,1.2,2.0,60.0,2.93,1.4,51.53,1.4,0.33,22.2,3.33,2.07,63.13,13.0,7.6,56.53
